type,qid,question,gold,prediction,error,confidence,weak_answer,retrieval_empty,num_chunks_retrieved,retrieval_time,generation_time,judge_method,judge_raw,tp,fp,fn,precision,recall,f1,abstain
Single,18,What is the address where Li Hua wants the bread delivery to be made?,123 Sunny Street, The context does not provide information about Li Hua's address.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,19,What service does Hailey Johnson offer to Li Hua?,Doorstep delivery service for fresh milk and bread, Hailey Johnson offers doorstep delivery services to Li Hua.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,20,What time does Hailey Johnson start baking?,4 AM," Based on the provided context, there is no information available about what time Hailey Johnson starts baking.",,,,,,,,abstain,,0.0,0.0,1.0,0.0,0.0,0.0,True
Single,21,Where does Li Hua plan to meet Yuriko Yamamoto to show the final website?,Central Perk café, Li Hua plans to meet Yuriko Yamamoto at Central Perk café.,,,,,,,,fast,"fast_match(g0=central, p0=li)",1.0,0.0,0.0,1.0,1.0,1.0,False
Single,22,What does Li Hua suggest to Hailey regarding the frequency of bread delivery?,Twice a week on Mondays and Fridays at 8am, Li Hua does not suggest a specific frequency for bread delivery in the provided context.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,23,What does Li Hua agree to bring to the bonfire singing party hosted by Chae Song-hwa?,Li Hua will bring his guitar, Li Hua agrees to bring her guitar to the bonfire singing party hosted by ChaeSong-hwa.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,24,What is the focus of Li Hua's next month's fitness plan according to Jennifer?,Strengthening lower limbs, I don't know. The provided context does not mention any specific details about Li Hua's next month's fitness plan under Jennifer's guidance.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,25,What is the building's policy that Adam reminds Li Hua about?,Recycling policy, The building's policy that Adam Smith reminds Li Hua about is the recycling policy.,,,,,,,,fast,"fast_match(g0=recycling, p0=the)",1.0,0.0,0.0,1.0,1.0,1.0,False
Single,26,What is the topic of the online tutorial Yuriko shares with the group?,Advanced drum techniques, The context does not provide information about an online tutorial that Yuriko shares with the group.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,27,What is Wolfgang looking for in his new drums?,Something versatile that sounds good for both rock and softer tunes like The Beatles," Based on the provided context, Wolfgang is looking for drums that sound great but are affordable.",,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,28,What song does Li Hua suggest for the jam session on 20260405?,Viva la Vida," I don't know. The context provided does not mention a specific date of 20260405 for the next jam session, so it is impossible to determine which song Li Hua suggests for that date.",,,,,,,,abstain,,0.0,0.0,1.0,0.0,0.0,0.0,True
Single,29,What does Li Hua think about the rosemary focaccia?,Li Hua thinks the rosemary focaccia is amazing, Li Hua thinks that the rosemary focaccia is amazing and loved the flavor and texture.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,30,When does Li Hua confirm the rent transfer to Adam?,20260331_17:00, Li Hua confirms the rent transfer to Adam on 20260130_10:00.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,31,What joke does Wolfgang make as an April Fool's joke?,That Wolfgang bought a set of expensive drums, There is no evidence in the provided context that Wolfgang makes a joke as an April Fool's joke.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,32,Who is delivering the bread to Li Hua on 20260403?,Alice," Alice will be delivering the bread to Li Hua on 20260403, as mentioned in the context that Alice can bring the new gluten-free bread with Li Hua's usual order starting from next week.",,,,,,,,fast,"fast_match(g0=alice, p0=alice)",1.0,0.0,0.0,1.0,1.0,1.0,False
Single,33,What does Li Hua think about improvisation during the jam session?,Improvisation sounds great, Li Hua thinks that improvisation sounds great during the jam session.,,,,,,,,fast,"fast_match(g0=improvisation, p0=li)",1.0,0.0,0.0,1.0,1.0,1.0,False
Single,34,When is ChaeSong-hwa hosting the community medical knowledge lecture?,7 PM on Saturday," The community medical knowledge lecture hosted by ChaeSong-hwa is on April 14th, as mentioned in the conversation at Time: 20260407_19:00.",,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,35,What topics will be covered in the community medical knowledge lecture?,Basics of common health issues and how to prevent them," The topics that will be covered in the community medical knowledge lecture include basics of common health issues and how to prevent them, basic health tips, common medical myths, and advancements in neurosurgery.",,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,36,What new song does the Jolly band decide to work on for the jam session according to their discussion on 20260410?,Stand By Me," According to the provided context, there is no decision made about a specific new song that ""The Jolly Band"" decides to work on for the jam session on April 10, 2026. They are brainstorming ideas and discussing possibilities such as ""The Jolly Band,"" but no final decision has been reached.",,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,37,What is Li Hua's feedback on Chae Song-hwa's medical knowledge lecture?,It is insightful and makes complex topics easy to understand," Li Hua's feedback on Chae Song-hwa's medical knowledge lecture is that it sounds interesting and super helpful, and she is looking forward to joining the lecture. She also mentions that it will be informative and that she is always looking to learn more about health topics.",,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,38,When is the anniversary event of Hailey Johnson's bakery shop?,April 15 to 17, The anniversary event of Hailey Johnson's bakery shop takes place from April 15 to 17.,,,,,,,,llm,是,1.0,0.0,0.0,1.0,1.0,1.0,False
Single,39,What does Li Hua want to have on Hailey's bakery shop anniversary event?,Sourdough and sweet pastries," Based on the provided context, it is not explicitly stated that Li Hua has expressed a desire for anything specific at Hailey's bakery shop anniversary event. However, we know from the conversation on 20260418_15:00 that Li Hua enjoyed the new pastries introduced during the event, particularly the raspberry tart. So, it can be inferred that Li Hua might appreciate more of such new and delicious pastries at future events. However, this is an assumption as there is no direct statement indicating what Li Hua wants specifically at Hailey's b",,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,40,Why does Li Hua ask ChaeSong-hwa about whether neurosurgeons actually use test tubes in their work?,Li Hua is trying to get some insights for a website design," Li Hua asks ChaeSong-hwa about whether neurosurgeons actually use test tubes in their work because she is gathering information for a website she is designing, and she wants to ensure that the information presented on the website is accurate.",,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,41,Who proposes that the band takes a break from jamming this week?,Wolfgang Schulz, WolfgangSchulz proposes that the band takes a break from jamming this week.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,42,What suggestions does Li Hua propose to Adam Smith about the upcoming community garden renovation?,Add more seating areas for people to relax and enjoy the space and some flower beds with native plants," Li Hua suggests adding more seating areas for people to relax and enjoy the space, and also proposes the idea of having flower beds with native plants to attract more butterflies and bees.",,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,43,What kinds of flowers does Li Hua recommend to Adam Smith for the flower beds?,Lavender and coneflowers and fresh herbs, Li Hua recommends lavender and coneflowers to Adam Smith for the flower beds.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,44,What will be a gift for Li Hua if he chooses to renew the fitness contract with Jennifer Moore?,A cool fitness bag as a gift for all the gym activities, The gift for Li Hua if he chooses to renew the fitness contract with Jennifer Moore is a fitness bag.,,,,,,,,llm,是,1.0,0.0,0.0,1.0,1.0,1.0,False
Single,45,When is the karaoke activity organized by ChaeSong-hwa?,Saturday at 7 PM, The karaoke activity organized by ChaeSong-hwa is on this Saturday at 7 PM.,,,,,,,,llm,是,1.0,0.0,0.0,1.0,1.0,1.0,False
Single,46,Who is Li Hua bringing to the band's jam session according to their discussion on 20260425?,ChaeSong-hwa, I don't know. The context does not provide information about who Li Hua's friend is that they plan to bring to the jam session on 20260425.,,,,,,,,llm,是,1.0,0.0,0.0,1.0,1.0,1.0,False
Single,47,What garden-related activity is Thrall planning to organize?,A community planting day, Thrall is planning to organize gardening activities that involve community members.,,,,,,,,llm,是,1.0,0.0,0.0,1.0,1.0,1.0,False
Single,48,What is the proposed solution for making the garden more inviting on sunny days?,Adding shade with umbrellas or trees," The proposed solution for making the garden more inviting on sunny days, according to the context, is to add umbrellas.",,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,49,What is the main topic of the conversation on 2026-04-28 at 5 PM?,Breathing techniques and tips for squats during workouts, The main topic of the conversation on 2026-04-28 at 5 PM is not provided in the context.,,,,,,,,abstain,,0.0,0.0,1.0,0.0,0.0,0.0,True
Single,50,When is Wolfgang Schulz's promotion celebration dinner?,6 PM on the day after tomorrow (implied to be 2026-04-30)," The promotion celebration dinner for Wolfgang Schulz is on Thursday, 2 days after the conversation started (which was April 28th), at 6 PM. This is based on the following excerpt from the context:

Time: 20260428_18:30 WolfgangSchulz: Hey! 🎉 I just got promoted! Want to celebrate with dinner the day after tomorrow? How about 6 PM? LiHua: Congrats on the promotion! That's awesome! 🎉 I'd love to join for dinner on Thursday at",,,,,,,,llm,是,1.0,0.0,0.0,1.0,1.0,1.0,False
Single,51,What is the name of the Italian restaurant where Wolfgang and Li Hua are having dinner to celebrate Wolfgang's promotion?,Venedia Grancaffe, Venedia Grancaffe,,,,,,,,fast,"fast_match(g0=venedia, p0=venedia)",1.0,0.0,0.0,1.0,1.0,1.0,False
Single,52,What is Li Hua's suggestion for scheduling the water pipe repairs in the garden?,During off-peak hours, Li Hua's suggestion for scheduling the water pipe repairs in the garden is to plan it during off-peak hours.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,53,When is the community meeting for the garden project scheduled according to the discussion on 20260507?,Saturday at 10 am," I don't know. The conversation on May 7th, 2026 does not mention any specific date or time for a community meeting regarding the garden project.",,,,,,,,llm,是,1.0,0.0,0.0,1.0,1.0,1.0,False
Single,54,What percentage discount is Hailey Johnson offering for Mother's Day pastries?,15%, The percentage discount that Hailey Johnson is offering for Mother's Day pastries is 15%.,,,,,,,,fast,"fast_match(g0=15, p0=the)",1.0,0.0,0.0,1.0,1.0,1.0,False
Single,55,Which two specific pastries does Hailey Johnson recommend for Mother's Day?,Raspberry-filled croissants and chocolate eclairs, The two specific pastries that Hailey Johnson recommends for Mother's Day are raspberry-filled croissants and chocolate eclairs.,,,,,,,,llm,是,1.0,0.0,0.0,1.0,1.0,1.0,False
Single,56,What type of stretches does JenniferMoore suggest before and after workouts?,Dynamic stretches before and static stretches after," JenniferMoore suggests dynamic stretches before a workout to warm up muscles, and static stretches after exercising to cool down.",,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,57,When is the web design seminar at Wolfgang's company happening?,Thursday at 3 PM, The web design seminar at Wolfgang's company is happening on Thursday at 3 PM.,,,,,,,,llm,是,1.0,0.0,0.0,1.0,1.0,1.0,False
Single,58,What is Li Hua looking forward to trying from the summer promotion?,Fruity ice cream flavors and a mango-coconut pastry, Li Hua is looking forward to trying mango and coconut flavors from the summer promotion.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,59,What did Li Hua enjoy the most about the restaurant that he and Wolfgang visited for dinner on 20260514?,The pasta dish and the dessert, Li Hua enjoyed the pasta dish the most at the restaurant they visited on 20260514.,,,,,,,,llm,否,0.0,1.0,0.0,0.0,0.0,0.0,False
Single,60,Why is Chae Song-hwa unable to join the rehearsal?,She has to attend a medical lecture, The context does not provide information about Chae Song-hwa being unable to join a rehearsal.,,,,,,,,llm,是,1.0,0.0,0.0,1.0,1.0,1.0,False
